,title,genre,studio,number_of_episodes,release_date,content_type,viewer_reviews,source
2184,Hajime no Ippo: The Fighting! - Mashiba vs Kimura,"Comedy, Sports",MADHOUSE,1,2003-09,Ova,81.0,AniList
2185,Yuri on Ice Side Story: Welcome to The Madness,"Music, Sports",MAPPA,1,2017-05,Special,78.0,AniList
2186,High Speed! -Free! Starting Days-,"Comedy, Drama, Slice of Life, Sports",Kyoto Animation,1,2015-12,Movie,77.0,AniList
2187,Sweet Blue Flowers,"Drama, Romance, Slice of Life",J.C.STAFF,11,2009-07,Tv,68.0,AniList
2188,Beyblade: Metal Fusion,"Adventure, Comedy, Sports",Tatsunoko Production,51,2009-04,Tv,67.0,AniList
2189,Salaryman's Club,"Drama, Sports",LIDENFILMS,12,2022-01,Tv,72.0,AniList
2190,Zatch Bell!,"Adventure, Comedy, Supernatural",Toei Animation,150,2003-04,Tv,72.0,AniList
2191,Dragon Ball Z: The History of Trunks,"Action, Adventure, Drama",Toei Animation,1,1993-02,Special,76.0,AniList
2192,Heaven's Lost Property the Movie: The Angeloid of Clockwork,"Comedy, Drama, Ecchi, Romance, Sci-Fi",AIC A.S.T.A.,1,2011-06,Movie,71.0,AniList
2193,Welcome to Irabu's Office,"Comedy, Drama, Psychological",Toei Animation,11,2009-10,Tv,76.0,AniList
2194,Blue Archive The Animation,"Action, Comedy, Fantasy, Slice of Life",Yostar Pictures,12,2024-04,Tv,66.0,AniList
2195,BIRDIE WING -Golf Girls' Story-,"Drama, Slice of Life, Sports",Bandai Namco Pictures,13,2022-04,Tv,73.0,AniList
2196,Bakugan Battle Brawlers,"Action, Fantasy",TMS Entertainment,52,2007-04,Tv,61.0,AniList
2197,Miss Kobayashi's Dragon Maid S: Miniature Dragon,"Comedy, Slice of Life",Kyoto Animation,16,2021-04,Ona,73.0,AniList
2198,The World God Only Knows: 4 Girls and an Idol,"Comedy, Romance, Supernatural",NBCUniversal Entertainment Japan,1,2011-09,Ova,70.0,AniList
2199,Concrete Revolutio,"Action, Drama, Fantasy, Mystery, Sci-Fi, Supernatural",bones,13,2015-10,Tv,63.0,AniList
2200,Pompo: The Cinéphile,"Comedy, Drama",CLAP,1,2021-06,Movie,81.0,AniList
2201,EDENS ZERO Season 2,"Action, Adventure, Comedy, Fantasy, Sci-Fi",J.C.STAFF,25,2023-04,Tv,73.0,AniList
2202,Negima!,"Comedy, Ecchi, Fantasy, Romance",Xebec,26,2005-01,Tv,65.0,AniList
2203,Quanzhi Gaoshou Specials,"Action, Comedy",Colored Pencil Animation,3,2018-04,Ona,79.0,AniList
2204,Sankarea (OVA),"Comedy, Ecchi, Horror, Romance, Supernatural",Studio DEEN,2,2012-06,Ova,69.0,AniList
2205,Black Butler: Public School Arc,"Action, Comedy, Fantasy, Mystery, Supernatural",CloverWorks,11,2024-04,Tv,78.0,AniList
2206,Shigurui: Death Frenzy,"Action, Drama, Psychological",MADHOUSE,12,2007-07,Tv,69.0,AniList
2207,Tokidoki Bosotto Russiago de Dereru Tonari no Alya-san Season 2,"Comedy, Romance, Slice of Life",KADOKAWA,0,Unknown,Tv,0.0,AniList
2208,Trinity Blood,"Action, Drama, Horror, Sci-Fi, Supernatural",GONZO,24,2005-04,Tv,68.0,AniList
2209,Medalist,"Drama, Psychological, Sports",ENGI,13,2025-01,Tv,83.0,AniList
2210,"Studio Apartment, Good Lighting, Angel Included","Comedy, Romance, Slice of Life, Supernatural",Okuruto Noboru,12,2024-03,Tv,68.0,AniList
2211,Dr. Ramune -Mysterious Disease Specialist-,"Drama, Psychological, Supernatural",Platinum Vision,12,2021-01,Tv,69.0,AniList
2212,Scissor Seven Season 2,"Action, Comedy, Drama, Mystery, Supernatural",Sharefun Studio,10,2019-10,Ona,81.0,AniList
2213,Hikaru no Go,"Comedy, Sports, Supernatural",Studio Pierrot,75,2001-10,Tv,78.0,AniList
2214,Orenchi no Furo Jijo,"Comedy, Fantasy, Slice of Life",Asahi Production,13,2014-10,Tv Short,65.0,AniList
2215,Magical Girl Spec-Ops Asuka,"Action, Drama, Ecchi, Horror, Mahou Shoujo",LIDENFILMS,12,2019-01,Tv,58.0,AniList
2216,HUNTER×HUNTER: Greed Island Final,"Action, Adventure, Fantasy",Nippon Animation,14,2004-03,Ova,79.0,AniList
2217,Kemono Friends,"Adventure, Comedy, Fantasy",Yaoyorozu,12,2017-01,Tv,72.0,AniList
2218,Hand Shakers,Action,GoHands,12,2017-01,Tv,42.0,AniList
2219,PUPARIA,"Fantasy, Psychological",Unknown,1,2020-11,Ona,75.0,AniList
2220,Chain Chronicle - The Light of Haecceitas -,"Action, Adventure, Fantasy",Telecom Animation Film,12,2017-01,Tv,62.0,AniList
2221,Cat Soup,"Comedy, Horror, Psychological",J.C.STAFF,1,2001-02,Ova,71.0,AniList
2222,Nura: Rise of the Yokai Clan - Demon Capital,"Action, Supernatural",Studio DEEN,24,2011-07,Tv,77.0,AniList
2223,Convenience Store Boy Friends,"Romance, Slice of Life",Studio Pierrot,12,2017-07,Tv,58.0,AniList
2224,Dance with Devils,"Romance, Supernatural",Brain's Base,12,2015-10,Tv,57.0,AniList
2225,Fate/strange Fake,"Action, Adventure, Fantasy, Mystery, Supernatural",Aniplex,0,2025,Tv,0.0,AniList
2226,Expelled From Paradise,"Action, Mecha, Sci-Fi",Toei Animation,1,2014-11,Movie,70.0,AniList
2227,Hell Girl: Two Mirrors,"Horror, Psychological, Supernatural",Aniplex,26,2006-10,Tv,75.0,AniList
2228,Legend of the Galactic Heroes: Die Neue These,"Action, Drama, Sci-Fi",Production I.G,12,2018-04,Tv,74.0,AniList
2229,Karin: Chibi Vampire,"Comedy, Romance, Supernatural",J.C.STAFF,24,2005-11,Tv,67.0,AniList
2230,THE FIRST SLAM DUNK,Sports,Toei Animation,1,2022-12,Movie,87.0,AniList
2231,Fluffy Paradise,"Adventure, Fantasy, Slice of Life",EMT Squared,12,2024-01,Ona,66.0,AniList
2232,Tensei Shitara Slime Datta Ken 4th Season,"Action, Adventure, Comedy, Fantasy",Unknown,0,Unknown,Tv,0.0,AniList
2233,Show By Rock!!,"Comedy, Fantasy, Music",Sanrio,12,2015-04,Tv,66.0,AniList
2234,Heaven’s Design Team,"Comedy, Fantasy, Slice of Life",Asahi Production,12,2021-01,Tv,69.0,AniList
2235,Mobile Suit Gundam GQuuuuuuX,"Action, Drama, Mecha, Sci-Fi",Studio Khara,0,2025-04,Tv,73.0,AniList
2236,AIURA,"Comedy, Slice of Life",Pony Canyon,12,2013-04,Tv Short,65.0,AniList
2237,Dahlia in Bloom: Crafting a Fresh Start with Magical Tools,"Comedy, Fantasy, Romance",Imagica Infos,12,2024-07,Tv,67.0,AniList
2238,Arms Alchemy,"Action, Comedy, Fantasy, Supernatural",Xebec,26,2006-10,Tv,68.0,AniList
2239,Bibliophile Princess,"Drama, Romance",MADHOUSE,12,2022-10,Tv,66.0,AniList
2240,Schwarzes Marken,"Action, Mecha, Psychological, Sci-Fi",LIDENFILMS,12,2016-01,Tv,62.0,AniList
2241,Boku no Pico,"Hentai, Romance",Natural High,1,2006-09,Ova,33.0,AniList
2242,Beheneko: The Elf-Girl's Cat is Secretly an S-Ranked Monster!,"Action, Adventure, Comedy, Ecchi, Fantasy",Zero-G,12,2024-12,Tv,55.0,AniList
2243,Pokémon: Jirachi Wish Maker,"Action, Adventure, Comedy, Drama, Fantasy",TV Tokyo,1,2003-07,Movie,65.0,AniList
2244,Negative Positive Angler,"Drama, Slice of Life, Sports",NUT,12,2024-10,Tv,73.0,AniList
2245,Haikyu!! The Movie: Talent and Sense,"Comedy, Drama, Sports",Production I.G,1,2017-09,Movie,79.0,AniList
2246,House of Five Leaves,"Drama, Mystery",Manglobe,12,2010-04,Tv,75.0,AniList
2247,The Seven Deadly Sins: Four Knights of the Apocalypse,"Action, Adventure, Fantasy",Telecom Animation Film,24,2023-10,Tv,72.0,AniList
2248,Cherry Magic! Thirty Years of Virginity Can Make You a Wizard?!,"Comedy, Romance, Slice of Life, Supernatural",Satelight,12,2024-01,Tv,75.0,AniList
2249,Sengoku Basara: Samurai Kings,"Action, Drama, Fantasy",Production I.G,12,2009-04,Tv,69.0,AniList
2250,Pokémon: Giratina and the Sky Warrior,"Action, Adventure, Fantasy",OLM,1,2008-07,Movie,66.0,AniList
2251,A Nobody's Way Up to an Exploration Hero,"Action, Fantasy",Gekkou,12,2024-07,Tv,56.0,AniList
2252,The Big O,"Action, Mecha, Mystery, Psychological, Sci-Fi",Sunrise,13,1999-10,Tv,74.0,AniList
2253,"NEW GAME!: Watashi, Shainryokoutte Hajimete na no de...",Comedy,Doga Kobo,1,2017-05,Ova,72.0,AniList
2254,Digimon Adventure tri. Chapter 1: Reunion,"Action, Adventure, Drama, Fantasy, Sci-Fi",Toei Animation,1,2015-11,Movie,71.0,AniList
2255,Rewrite: Moon and Terra,"Action, Drama, Mystery, Romance, Supernatural",8-bit,11,2017-01,Tv,68.0,AniList
2256,Kamigami no Asobi,"Fantasy, Romance, Supernatural",Broccoli,12,2014-04,Tv,65.0,AniList
2257,Gantz: Second Stage,"Action, Drama, Ecchi, Horror, Psychological, Sci-Fi, Supernatural",GONZO,13,2004-08,Tv,65.0,AniList
2258,Sword Art Online Movie: Ordinal Scale - Sword Art Offline,"Comedy, Fantasy",Unknown,1,2017-09,Special,71.0,AniList
2259,Trickster,"Adventure, Drama, Mystery, Psychological, Sci-Fi",TMS Entertainment,24,2016-10,Tv,57.0,AniList
2260,Dead Leaves,"Action, Adventure, Comedy, Psychological, Sci-Fi",Production I.G,1,2004-01,Movie,69.0,AniList
2261,Übel Blatt,"Action, Adventure, Drama, Fantasy",Satelight,12,2025-01,Tv,60.0,AniList
2262,Beyblade,"Action, Adventure, Comedy, Sci-Fi, Sports",MADHOUSE,51,2001-01,Tv,65.0,AniList
2263,My Clueless First Friend,"Comedy, Slice of Life",Studio Signpost,13,2023-04,Tv,73.0,AniList
2264,Blade of the Immortal (ONA),"Action, Adventure, Supernatural",LIDENFILMS,24,2019-10,Ona,70.0,AniList
2265,EX-ARM,"Action, Sci-Fi",Crunchyroll,12,2021-01,Tv,21.0,AniList
2266,Free! -Take Your Marks-,"Comedy, Slice of Life, Sports",Kyoto Animation,4,2017-10,Movie,76.0,AniList
2267,OVERTAKE!,Sports,TROYCA,12,2023-10,Tv,74.0,AniList
2268,Accel World EX,"Action, Romance, Sci-Fi",Sunrise,2,2012-09,Ova,67.0,AniList
2269,Noir,"Action, Drama, Mystery",Bee Train,26,2001-04,Tv,72.0,AniList
2270,"Lord El-Melloi II's Case Files {Rail Zeppelin} Grace note - A Grave Keeper, a Cat, and a Mage","Drama, Fantasy, Mystery, Supernatural",TROYCA,1,2018-12,Special,70.0,AniList
2271,Pokémon: Arceus and the Jewel of Life,"Action, Adventure, Comedy, Fantasy",OLM,1,2009-07,Movie,68.0,AniList
2272,A Girl & Her Guard Dog,"Drama, Romance",Pony Canyon,13,2023-09,Tv,52.0,AniList
2273,Case File nº221: Kabukicho,"Comedy, Drama, Mystery, Psychological",Production I.G,24,2019-10,Tv,64.0,AniList
2274,Zan Sayonara Zetsubou Sensei,Comedy,Shaft,13,2009-07,Tv,77.0,AniList
2275,HYPNOSISMIC -Division Rap Battle- Rhyme Anima,"Action, Music, Sci-Fi",A-1 Pictures,13,2020-10,Tv,65.0,AniList
2276,Mobile Suit Gundam 00 Second Season,"Action, Drama, Mecha, Sci-Fi",Sunrise,25,2008-10,Tv,77.0,AniList
2277,Toriko,"Action, Adventure, Comedy, Fantasy",Toei Animation,147,2011-04,Tv,69.0,AniList
2278,Diary of Our Days at the Breakwater,"Comedy, Slice of Life, Sports",Doga Kobo,12,2020-04,Tv,71.0,AniList
2279,Kuroko's Basketball: Tip Off,"Comedy, Sports",Production I.G,1,2013-02,Special,75.0,AniList
2280,Deadman Wonderland: The Red Knife Wielder,"Action, Horror, Sci-Fi",Manglobe,1,2011-10,Ova,65.0,AniList
2281,KADO: The Right Answer,"Sci-Fi, Supernatural, Thriller",Toei Animation,13,2017-04,Tv,64.0,AniList
2282,Yamada and the Seven Witches (OVA),"Comedy, Romance, Supernatural",LIDENFILMS,2,2014-12,Ova,71.0,AniList
2283,Magic Maker: How to Make Magic in Another World,"Action, Adventure, Fantasy, Slice of Life",Studio DEEN,12,2025-01,Tv,67.0,AniList
2284,Dragon Ball Z: The World's Strongest,"Action, Adventure, Sci-Fi",Toei Animation,1,1990-03,Movie,61.0,AniList
2285,IDOLiSH7,"Comedy, Drama, Music, Slice of Life",TROYCA,17,2018-01,Tv,75.0,AniList
2286,BLOOD-C: The Last Dark,"Action, Horror, Supernatural",Production I.G,1,2012-06,Movie,68.0,AniList
2287,Saki,"Slice of Life, Sports",GONZO,25,2009-04,Tv,72.0,AniList
2288,Nabari no Ou,"Action, Drama, Psychological, Supernatural",J.C.STAFF,26,2008-04,Tv,68.0,AniList
2289,Girls Bravo,"Comedy, Ecchi, Romance",NBCUniversal Entertainment Japan,11,2004-07,Tv,58.0,AniList
2290,Ace of the Diamond act II,Sports,MADHOUSE,52,2019-04,Tv,82.0,AniList
2291,Code Geass: Akito the Exiled - The Brightness Falls,"Action, Mecha, Sci-Fi",Sunrise,1,2015-05,Movie,69.0,AniList
2292,The Unaware Atelier Meister,"Action, Adventure, Fantasy",EMT Squared,12,2025-03,Ona,64.0,AniList
2293,Gunsmith Cats,"Action, Comedy",OLM,3,1995-11,Ova,73.0,AniList
2294,Ushio and Tora 2 (TV),"Action, Adventure, Comedy, Supernatural",MAPPA,13,2016-04,Tv,77.0,AniList
2295,The Wallflower,Comedy,Nippon Animation,25,2006-10,Tv,72.0,AniList
2296,<DOGEZA>I Tried Asking While Kowtowing.,"Comedy, Ecchi",Adnero,12,2020-10,Tv Short,51.0,AniList
2297,Mobile Suit Zeta Gundam,"Drama, Mecha, Sci-Fi",Sunrise,50,1985-03,Tv,78.0,AniList
2298,Grisaia: Phantom Trigger THE ANIMATION,Action,Bibury Animation Studios,2,2019-03,Movie,67.0,AniList
2299,Otaku Elf,"Comedy, Slice of Life, Supernatural",C2C,12,2023-04,Tv,70.0,AniList
2300,City Hunter,"Action, Comedy, Mystery",Sunrise,51,1987-04,Tv,76.0,AniList
2301,Zetman,"Action, Drama, Horror, Romance, Sci-Fi, Supernatural",TV Asahi,13,2012-04,Tv,64.0,AniList
2302,To Love Ru Darkness 2 Specials,"Comedy, Ecchi, Romance, Sci-Fi",Xebec,2,2015-10,Special,72.0,AniList
2303,THE IDOLM@STER CINDERELLA GIRLS,"Comedy, Music, Slice of Life",A-1 Pictures,13,2015-01,Tv,70.0,AniList
2304,Gunbuster 2: Diebuster,"Action, Comedy, Mecha, Sci-Fi",Gainax,6,2004-10,Ova,74.0,AniList
2305,All Out!!,Sports,MADHOUSE,25,2016-10,Tv,66.0,AniList
2306,One Piece: Clockwork Island Adventure,"Action, Adventure, Comedy, Fantasy",Toei Animation,1,2001-03,Movie,67.0,AniList
2307,Star Driver,"Action, Mecha",bones,25,2010-10,Tv,69.0,AniList
2308,Utawarerumono The False Faces,"Action, Drama, Fantasy, Sci-Fi",WHITE FOX,25,2015-10,Tv,70.0,AniList
2309,Idoly Pride,"Drama, Music, Slice of Life, Supernatural",Lerche,12,2021-01,Tv,71.0,AniList
2310,Luck & Logic,"Action, Fantasy",Doga Kobo,12,2016-01,Tv,56.0,AniList
2311,FAIRY TAIL × RAVE,"Action, Adventure, Comedy, Fantasy",A-1 Pictures,1,2013-08,Ova,67.0,AniList
2312,Code Geass: Lelouch of the Rebellion II - Transgression,"Action, Drama, Mecha, Sci-Fi, Thriller",Sunrise,1,2018-02,Movie,73.0,AniList
2313,The Silver Guardian,"Action, Comedy, Fantasy, Supernatural",Haoliners Animation,12,2017-04,Tv Short,57.0,AniList
2314,Bartender,"Drama, Slice of Life",Fuji TV,11,2006-10,Tv,70.0,AniList
2315,Rock is a Lady’s Modesty,"Drama, Music",Bandai Namco Pictures,13,2025-04,Tv,75.0,AniList
2316,Persona 3 the Movie: #2 Midsummer Knight's Dream,"Action, Adventure, Drama, Psychological, Sci-Fi, Supernatural",Aniplex,1,2014-06,Movie,74.0,AniList
2317,Full Metal Panic! Invisible Victory,"Action, Mecha, Sci-Fi",Xebec,12,2018-04,Tv,73.0,AniList
2318,The Qwaser of Stigmata II,"Action, Ecchi, Supernatural",Hoods Entertainment,12,2011-04,Tv,57.0,AniList
2319,Management of a Novice Alchemist,"Fantasy, Slice of Life",ENGI,12,2022-10,Tv,64.0,AniList
2320,Malevolent Spirits: Mononogatari,"Action, Supernatural",Bandai Namco Pictures,12,2023-01,Tv,69.0,AniList
2321,Interviews with Monster Girls: The Demi-chans' Summer Break,"Comedy, Slice of Life, Supernatural",A-1 Pictures,1,2017-06,Ona,73.0,AniList
2322,Kingdom Season 2,Action,Studio Pierrot,39,2013-06,Tv,80.0,AniList
2323,JoJo's Bizarre Adventure (2000),"Action, Adventure, Drama, Horror, Supernatural",APPP,7,2000-05,Ova,69.0,AniList
2324,Super Dragon Ball Heroes,"Action, Adventure",Toei Animation,56,2018-07,Ona,52.0,AniList
2325,Aishen Qiaokeli-ING...,"Comedy, Ecchi, Romance",G.CMay Animation & Film,15,2015-12,Ona,64.0,AniList
2326,High School DxD BorN: Maximum Titillation OVA,"Comedy, Ecchi",Unknown,6,2015-07,Special,69.0,AniList
2327,Umamusume: Pretty Derby Season 2,"Drama, Slice of Life, Sports",Studio KAI,13,2021-01,Tv,82.0,AniList
2328,Birdy the Mighty: Decode,"Action, Comedy, Sci-Fi",Aniplex,13,2008-07,Tv,73.0,AniList
2329,Needless,"Action, Comedy, Ecchi, Sci-Fi",MADHOUSE,24,2009-07,Tv,68.0,AniList
2330,MAYONAKA PUNCH,"Comedy, Supernatural",P.A.WORKS,12,2024-07,Tv,73.0,AniList
2331,A Salad Bowl of Eccentrics,"Comedy, Fantasy, Slice of Life",SynergySP,12,2024-04,Tv,71.0,AniList
2332,Oh! My Goddess (TV),"Comedy, Romance, Supernatural",Bandai Visual,24,2005-01,Tv,70.0,AniList
2333,Junji Ito Maniac: Japanese Tales of the Macabre,"Drama, Horror, Mystery, Psychological, Supernatural, Thriller",Netflix,12,2023-01,Ona,65.0,AniList
2334,Corpse Princess: Aka,"Action, Drama, Horror, Supernatural",Gainax,13,2008-10,Tv,67.0,AniList
2335,Record of Lodoss War,"Action, Adventure, Fantasy, Supernatural",MADHOUSE,13,1990-06,Ova,70.0,AniList
2336,Magical Girl Ore,"Action, Comedy, Fantasy, Mahou Shoujo",Studio Signpost,12,2018-04,Tv,62.0,AniList
2337,Tokyo 24th Ward,"Mystery, Sci-Fi",CloverWorks,12,2022-01,Tv,61.0,AniList
2338,Mitsudomoe,"Comedy, Slice of Life",Aniplex,13,2010-07,Tv,71.0,AniList
2339,Rumbling Hearts,"Drama, Romance, Slice of Life",Studio Fantasia,14,2003-10,Tv,66.0,AniList
2340,Sailor Moon SuperS,"Action, Adventure, Drama, Fantasy, Mahou Shoujo, Romance",Toei Animation,39,1995-03,Tv,73.0,AniList
2341,A Dark Rabbit has Seven Lives,"Comedy, Ecchi, Romance, Supernatural",Frontier Works,12,2011-07,Tv,60.0,AniList
2342,Ulysses: Jeanne d'Arc and the Alchemist Knight,"Action, Adventure, Fantasy, Romance",AXsiZ,12,2018-10,Tv,49.0,AniList
2343,"Sound! Euphonium: Ready, Set, Monaka","Drama, Music, Slice of Life",Kyoto Animation,1,2015-12,Ova,74.0,AniList
2344,Honobono Log,"Romance, Slice of Life",Fanworks,10,2016-06,Tv Short,70.0,AniList
2345,TONIKAWA: Over The Moon For You ~High School Days~,"Comedy, Romance, Slice of Life",Seven Arcs,4,2023-07,Ona,77.0,AniList
2346,Yuri Is My Job!,"Comedy, Drama, Romance",Passione,12,2023-04,Tv,64.0,AniList
2347,Chaos Dragon,"Action, Fantasy, Supernatural",SILVER LINK.,12,2015-07,Tv,49.0,AniList
2348,Aharen-san wa Hakarenai Season 2,"Comedy, Romance, Slice of Life",bilibili,12,2025-04,Tv,72.0,AniList
2349,The Seven Deadly Sins: Revival of the Commandments OVA,"Action, Adventure, Fantasy",A-1 Pictures,1,2018-11,Ova,68.0,AniList
2350,Nekopara OVA,"Comedy, Romance, Slice of Life",Felix Film,1,2017-12,Ova,65.0,AniList
2351,School Rumble 2nd Term,"Comedy, Romance, Slice of Life",Sotsu,26,2006-04,Tv,77.0,AniList
2352,16bit Sensation: Another Layer,"Comedy, Slice of Life",Aniplex,13,2023-10,Tv,68.0,AniList
2353,Persona4 the Golden ANIMATION,"Action, Adventure, Mystery, Sci-Fi, Supernatural",A-1 Pictures,12,2014-07,Tv,63.0,AniList
2354,Free! the Final Stroke: The First Volume,"Drama, Slice of Life, Sports",Kyoto Animation,1,2021-09,Movie,76.0,AniList
2355,Wagnaria!!3: Lord of the Takanashi,"Comedy, Slice of Life",A-1 Pictures,1,2015-12,Special,80.0,AniList
2356,Over the Sky,Fantasy,Digital Network Animation,1,2020-11,Movie,57.0,AniList
2357,The Tatami Time Machine Blues,"Comedy, Mystery, Psychological, Romance, Sci-Fi",Science SARU,6,2022-09,Ona,81.0,AniList
2358,Haikyu!! the Movie: The End and the Beginning,"Comedy, Drama, Sports",Production I.G,1,2015-07,Movie,78.0,AniList
2359,"Love, Chunibyo & Other Delusions - Heart Throb - Lite",Comedy,Kyoto Animation,6,2013-12,Ona,69.0,AniList
2360,Gourmet Girl Graffiti,Slice of Life,Shaft,12,2015-01,Tv,66.0,AniList
2361,Cardcaptor Sakura the Movie 2: The Sealed Card,"Drama, Fantasy, Mahou Shoujo, Romance",MADHOUSE,1,2000-07,Movie,80.0,AniList
2362,Maison Ikkoku,"Comedy, Drama, Romance, Slice of Life",Studio DEEN,96,1986-03,Tv,78.0,AniList
2363,Tensei Shitara Ken Deshita 2nd Season,"Action, Adventure, Fantasy",NBCUniversal Entertainment Japan,0,Unknown,Tv,0.0,AniList
2364,Digimon Adventure (Movie),"Fantasy, Sci-Fi",Toei Animation,1,1999-03,Movie,74.0,AniList
2365,Hakuoki ~Demon of the Fleeting Blossom~,"Action, Drama, Supernatural",Studio DEEN,12,2010-04,Tv,68.0,AniList
2366,"Why the hell are you here, Teacher!?: Thirteenth Period","Comedy, Ecchi, Romance",Tear-Studio,1,2019-12,Special,66.0,AniList
2367,A Centaur's Life,"Comedy, Fantasy, Slice of Life",Haoliners Animation,12,2017-07,Tv,61.0,AniList
2368,Rec,"Comedy, Drama, Romance",Shaft,9,2006-02,Tv Short,69.0,AniList
2369,Love Is Indivisible by Twins,Romance,KADOKAWA,12,2024-07,Tv,61.0,AniList
2370,Listeners,"Action, Adventure, Mecha, Music, Sci-Fi",Slowcurve,12,2020-04,Tv,49.0,AniList
2371,Squid Girl 2,"Comedy, Slice of Life",TV Tokyo,12,2011-09,Tv,73.0,AniList
2372,Kamisama Hajimemashita OVA,"Comedy, Fantasy, Romance, Supernatural",TMS Entertainment,2,2013-08,Ova,78.0,AniList
2373,UNDER NINJA,"Action, Comedy",Tezuka Productions,12,2023-10,Tv,66.0,AniList
2374,Stardust Telepath,"Comedy, Drama, Slice of Life",Studio Gokumi,12,2023-10,Tv,70.0,AniList
2375,"Love, Chunibyo & Other Delusions: Depth of Field - Ai to Nikushimi Gekijou","Comedy, Mecha",Kyoto Animation,7,2012-12,Special,65.0,AniList
2376,Hanasaku Iroha the Movie ~ HOME SWEET HOME ~,"Comedy, Drama, Slice of Life",Lantis,1,2013-03,Movie,77.0,AniList
2377,"Bye Bye, Earth","Action, Adventure, Fantasy",WOWOW,10,2024-07,Tv,60.0,AniList
2378,"OKITSURA: Fell in Love with an Okinawan Girl, but I Just Wish I Know What She's Saying","Comedy, Romance",Millepensee,12,2025-01,Tv,69.0,AniList
2379,After-school Hanako-kun,"Comedy, Slice of Life, Supernatural",TBS,4,2023-10,Tv Short,71.0,AniList
2380,To Your Eternity Season 3,"Adventure, Drama, Fantasy, Psychological, Supernatural",Drive,0,2025-10,Tv,0.0,AniList
2381,Junjo Romantica 2,"Comedy, Drama, Romance",Studio DEEN,12,2008-10,Tv,69.0,AniList
2382,ARIA The NATURAL,"Fantasy, Sci-Fi, Slice of Life",Hal Film Maker,26,2006-04,Tv,81.0,AniList
2383,My First Girlfriend is a Gal OVA,"Comedy, Ecchi, Romance",NAZ,1,2017-12,Ova,62.0,AniList
2384,Macross Delta,"Action, Mecha, Music, Romance, Sci-Fi",Satelight,26,2016-04,Tv,70.0,AniList
2385,Bikini Warriors,"Action, Comedy, Ecchi, Fantasy",feel.,12,2015-07,Tv Short,46.0,AniList
2386,ViVid Strike!,"Action, Drama, Mahou Shoujo, Sports",Seven Arcs,12,2016-10,Tv,67.0,AniList
2387,Katana Maidens ~ Toji No Miko,"Action, Fantasy",Studio Gokumi,24,2018-01,Tv,67.0,AniList
2388,Arifureta: From Commonplace to World's Strongest Specials,"Action, Adventure, Fantasy",Asread,2,2019-12,Special,65.0,AniList
2389,One Piece The Movie: The Dead End Adventure,"Action, Adventure, Comedy, Fantasy",Toei Animation,1,2003-03,Movie,72.0,AniList
2390,Go! Go! Loser Ranger! Season 2,"Action, Comedy, Drama, Sci-Fi",Yostar Pictures,12,2025-04,Tv,71.0,AniList
2391,The Café Terrace and Its Goddesses Season 2,"Comedy, Drama, Ecchi, Romance",Tezuka Productions,12,2024-07,Tv,73.0,AniList
2392,Girly Air Force,"Action, Drama, Sci-Fi",Satelight,12,2019-01,Tv,57.0,AniList
2393,The Hill Dyed Rose Madder,"Comedy, Romance",Marvelous Entertainment,12,2008-10,Tv,58.0,AniList
